UF;Tipo Crime;Ano;Mês;Sexo da Vítima;Vítimas
PE;Lesão corporal seguida de morte;2021;abril;Masculino;3
PE;Lesão corporal seguida de morte;2021;abril;Sexo NI;0
PE;Lesão corporal seguida de morte;2021;maio;Feminino;0
PE;Lesão corporal seguida de morte;2021;maio;Masculino;1
PE;Lesão corporal seguida de morte;2021;maio;Sexo NI;0
PE;Lesão corporal seguida de morte;2021;junho;Feminino;0
PE;Lesão corporal seguida de morte;2021;junho;Masculino;2
PE;Lesão corporal seguida de morte;2021;junho;Sexo NI;0
PE;Lesão corporal seguida de morte;2021;julho;Feminino;0
PE;Lesão corporal seguida de morte;2021;julho;Masculino;1
PE;Lesão corporal seguida de morte;2021;julho;Sexo NI;0
PE;Lesão corporal seguida de morte;2021;agosto;Feminino;0
PE;Lesão corporal seguida de morte;2021;agosto;Masculino;2
PE;Lesão corporal seguida de morte;2021;agosto;Sexo NI;0
PE;Lesão corporal seguida de morte;2021;setembro;Feminino;0
PE;Lesão corporal seguida de morte;2021;setembro;Masculino;1
PE;Lesão corporal seguida de morte;2021;setembro;Sexo NI;0
PE;Lesão corporal seguida de morte;2021;outubro;Feminino;0
PE;Lesão corporal seguida de morte;2021;outubro;Masculino;1
PE;Lesão corporal seguida de morte;2021;outubro;Sexo NI;0
PE;Lesão corporal seguida de morte;2021;novembro;Feminino;1
PE;Lesão corporal seguida de morte;2021;novembro;Masculino;0
PE;Lesão corporal seguida de morte;2021;novembro;Sexo NI;0
PE;Lesão corporal seguida de morte;2021;dezembro;Feminino;2
PE;Lesão corporal seguida de morte;2021;dezembro;Masculino;0
PE;Lesão corporal seguida de morte;2021;dezembro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;janeiro;Feminino;1
PE;Roubo seguido de morte (latrocínio);2021;janeiro;Masculino;13
PE;Roubo seguido de morte (latrocínio);2021;janeiro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;fevereiro;Feminino;2
PE;Roubo seguido de morte (latrocínio);2021;fevereiro;Masculino;10
PE;Roubo seguido de morte (latrocínio);2021;fevereiro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;março;Feminino;1
PE;Roubo seguido de morte (latrocínio);2021;março;Masculino;8
PE;Roubo seguido de morte (latrocínio);2021;março;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;abril;Feminino;1
PE;Roubo seguido de morte (latrocínio);2021;abril;Masculino;12
PE;Roubo seguido de morte (latrocínio);2021;abril;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;maio;Feminino;0
PE;Roubo seguido de morte (latrocínio);2021;maio;Masculino;9
PE;Roubo seguido de morte (latrocínio);2021;maio;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;junho;Feminino;1
PE;Roubo seguido de morte (latrocínio);2021;junho;Masculino;11
PE;Roubo seguido de morte (latrocínio);2021;junho;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;julho;Feminino;0
PE;Roubo seguido de morte (latrocínio);2021;julho;Masculino;7
PE;Roubo seguido de morte (latrocínio);2021;julho;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;agosto;Feminino;8
PE;Roubo seguido de morte (latrocínio);2021;agosto;Masculino;1
PE;Roubo seguido de morte (latrocínio);2021;agosto;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;setembro;Feminino;1
PE;Roubo seguido de morte (latrocínio);2021;setembro;Masculino;6
PE;Roubo seguido de morte (latrocínio);2021;setembro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;outubro;Feminino;0
PE;Roubo seguido de morte (latrocínio);2021;outubro;Masculino;8
PE;Roubo seguido de morte (latrocínio);2021;outubro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;novembro;Feminino;3
PE;Roubo seguido de morte (latrocínio);2021;novembro;Masculino;10
PE;Roubo seguido de morte (latrocínio);2021;novembro;Sexo NI;0
PE;Roubo seguido de morte (latrocínio);2021;dezembro;Feminino;1
PE;Roubo seguido de morte (latrocínio);2021;dezembro;Masculino;8
PE;Roubo seguido de morte (latrocínio);2021;dezembro;Sexo NI;0
PI;Homicídio doloso;2021;janeiro;Feminino;5
PI;Homicídio doloso;2021;janeiro;Masculino;48
PI;Homicídio doloso;2021;janeiro;Sexo NI;0
PI;Homicídio doloso;2021;fevereiro;Feminino;4
PI;Homicídio doloso;2021;fevereiro;Masculino;45
PI;Homicídio doloso;2021;fevereiro;Sexo NI;0
PI;Homicídio doloso;2021;março;Feminino;3
PI;Homicídio doloso;2021;março;Masculino;38
PI;Homicídio doloso;2021;março;Sexo NI;0
PI;Homicídio doloso;2021;abril;Feminino;5
PI;Homicídio doloso;2021;abril;Masculino;62
PI;Homicídio doloso;2021;abril;Sexo NI;0
PI;Homicídio doloso;2021;maio;Feminino;6
PI;Homicídio doloso;2021;maio;Masculino;61
PI;Homicídio doloso;2021;maio;Sexo NI;0
PI;Homicídio doloso;2021;junho;Feminino;2
PI;Homicídio doloso;2021;junho;Masculino;50
PI;Homicídio doloso;2021;junho;Sexo NI;0
PI;Homicídio doloso;2021;julho;Feminino;7
PI;Homicídio doloso;2021;julho;Masculino;50
PI;Homicídio doloso;2021;julho;Sexo NI;0
PI;Homicídio doloso;2021;agosto;Feminino;3
PI;Homicídio doloso;2021;agosto;Masculino;51
PI;Homicídio doloso;2021;agosto;Sexo NI;0
PI;Homicídio doloso;2021;setembro;Feminino;7
PI;Homicídio doloso;2021;setembro;Masculino;67
PI;Homicídio doloso;2021;setembro;Sexo NI;0
PI;Homicídio doloso;2021;outubro;Feminino;10
PI;Homicídio doloso;2021;outubro;Masculino;59
PI;Homicídio doloso;2021;outubro;Sexo NI;0
PI;Homicídio doloso;2021;novembro;Feminino;5
PI;Homicídio doloso;2021;novembro;Masculino;68
PI;Homicídio doloso;2021;novembro;Sexo NI;1
PI;Homicídio doloso;2021;dezembro;Feminino;16
PI;Homicídio doloso;2021;dezembro;Masculino;65
PI;Homicídio doloso;2021;dezembro;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;janeiro;Feminino;0
PI;Lesão corporal seguida de morte;2021;janeiro;Masculino;0
PI;Lesão corporal seguida de morte;2021;janeiro;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;fevereiro;Feminino;0
PI;Lesão corporal seguida de morte;2021;fevereiro;Masculino;0
PI;Lesão corporal seguida de morte;2021;fevereiro;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;março;Feminino;0
PI;Lesão corporal seguida de morte;2021;março;Masculino;0
PI;Lesão corporal seguida de morte;2021;março;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;abril;Feminino;0
PI;Lesão corporal seguida de morte;2021;abril;Masculino;0
PI;Lesão corporal seguida de morte;2021;abril;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;maio;Feminino;0
PI;Lesão corporal seguida de morte;2021;maio;Masculino;1
PI;Lesão corporal seguida de morte;2021;maio;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;junho;Feminino;0
PI;Lesão corporal seguida de morte;2021;junho;Masculino;0
PI;Lesão corporal seguida de morte;2021;junho;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;julho;Feminino;0
PI;Lesão corporal seguida de morte;2021;julho;Masculino;2
PI;Lesão corporal seguida de morte;2021;julho;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;agosto;Feminino;0
PI;Lesão corporal seguida de morte;2021;agosto;Masculino;0
PI;Lesão corporal seguida de morte;2021;agosto;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;setembro;Feminino;0
PI;Lesão corporal seguida de morte;2021;setembro;Masculino;0
PI;Lesão corporal seguida de morte;2021;setembro;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;outubro;Feminino;0
PI;Lesão corporal seguida de morte;2021;outubro;Masculino;0
PI;Lesão corporal seguida de morte;2021;outubro;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;novembro;Feminino;0
PI;Lesão corporal seguida de morte;2021;novembro;Masculino;9
PI;Lesão corporal seguida de morte;2021;novembro;Sexo NI;0
PI;Lesão corporal seguida de morte;2021;dezembro;Feminino;0
PI;Lesão corporal seguida de morte;2021;dezembro;Masculino;1
PI;Lesão corporal seguida de morte;2021;dezembro;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;janeiro;Feminino;0
PI;Roubo seguido de morte (latrocínio);2021;janeiro;Masculino;2
PI;Roubo seguido de morte (latrocínio);2021;janeiro;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;fevereiro;Feminino;0
PI;Roubo seguido de morte (latrocínio);2021;fevereiro;Masculino;1
PI;Roubo seguido de morte (latrocínio);2021;fevereiro;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;março;Feminino;0
PI;Roubo seguido de morte (latrocínio);2021;março;Masculino;3
PI;Roubo seguido de morte (latrocínio);2021;março;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;abril;Feminino;0
PI;Roubo seguido de morte (latrocínio);2021;abril;Masculino;2
PI;Roubo seguido de morte (latrocínio);2021;abril;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;maio;Feminino;0
PI;Roubo seguido de morte (latrocínio);2021;maio;Masculino;4
PI;Roubo seguido de morte (latrocínio);2021;maio;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;junho;Feminino;0
PI;Roubo seguido de morte (latrocínio);2021;junho;Masculino;4
PI;Roubo seguido de morte (latrocínio);2021;junho;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;julho;Feminino;0
PI;Roubo seguido de morte (latrocínio);2021;julho;Masculino;3
PI;Roubo seguido de morte (latrocínio);2021;julho;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;agosto;Feminino;0
PI;Roubo seguido de morte (latrocínio);2021;agosto;Masculino;3
PI;Roubo seguido de morte (latrocínio);2021;agosto;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;setembro;Feminino;1
PI;Roubo seguido de morte (latrocínio);2021;setembro;Masculino;2
PI;Roubo seguido de morte (latrocínio);2021;setembro;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;outubro;Feminino;0
PI;Roubo seguido de morte (latrocínio);2021;outubro;Masculino;3
PI;Roubo seguido de morte (latrocínio);2021;outubro;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;novembro;Feminino;0
PI;Roubo seguido de morte (latrocínio);2021;novembro;Masculino;0
PI;Roubo seguido de morte (latrocínio);2021;novembro;Sexo NI;0
PI;Roubo seguido de morte (latrocínio);2021;dezembro;Feminino;0
PI;Roubo seguido de morte (latrocínio);2021;dezembro;Masculino;0
PI;Roubo seguido de morte (latrocínio);2021;dezembro;Sexo NI;0
RJ;Homicídio doloso;2021;janeiro;Feminino;29
RJ;Homicídio doloso;2021;janeiro;Masculino;302
RJ;Homicídio doloso;2021;janeiro;Sexo NI;30
RJ;Homicídio doloso;2021;fevereiro;Feminino;15
RJ;Homicídio doloso;2021;fevereiro;Masculino;218
RJ;Homicídio doloso;2021;fevereiro;Sexo NI;13
RJ;Homicídio doloso;2021;março;Feminino;29
RJ;Homicídio doloso;2021;março;Masculino;281
RJ;Homicídio doloso;2021;março;Sexo NI;4
RJ;Homicídio doloso;2021;abril;Feminino;23
RJ;Homicídio doloso;2021;abril;Masculino;267
RJ;Homicídio doloso;2021;abril;Sexo NI;11
RJ;Homicídio doloso;2021;maio;Feminino;21
RJ;Homicídio doloso;2021;maio;Masculino;237
RJ;Homicídio doloso;2021;maio;Sexo NI;8
RJ;Homicídio doloso;2021;junho;Feminino;16
RJ;Homicídio doloso;2021;junho;Masculino;212
RJ;Homicídio doloso;2021;junho;Sexo NI;6
RJ;Homicídio doloso;2021;julho;Feminino;16
RJ;Homicídio doloso;2021;julho;Masculino;225
RJ;Homicídio doloso;2021;julho;Sexo NI;8
RJ;Homicídio doloso;2021;agosto;Feminino;25
RJ;Homicídio doloso;2021;agosto;Masculino;225
RJ;Homicídio doloso;2021;agosto;Sexo NI;8
RJ;Homicídio doloso;2021;setembro;Feminino;19
RJ;Homicídio doloso;2021;setembro;Masculino;241
RJ;Homicídio doloso;2021;setembro;Sexo NI;7
RJ;Homicídio doloso;2021;outubro;Feminino;18
RJ;Homicídio doloso;2021;outubro;Masculino;241
RJ;Homicídio doloso;2021;outubro;Sexo NI;12
RJ;Homicídio doloso;2021;novembro;Feminino;25
RJ;Homicídio doloso;2021;novembro;Masculino;188
RJ;Homicídio doloso;2021;novembro;Sexo NI;15
RJ;Homicídio doloso;2021;dezembro;Feminino;8
RJ;Homicídio doloso;2021;dezembro;Masculino;219
RJ;Homicídio doloso;2021;dezembro;Sexo NI;10
RJ;Lesão corporal seguida de morte;2021;janeiro;Feminino;0
RJ;Lesão corporal seguida de morte;2021;janeiro;Masculino;2
RJ;Lesão corporal seguida de morte;2021;janeiro;Sexo NI;0
RJ;Lesão corporal seguida de morte;2021;fevereiro;Feminino;0
RJ;Lesão corporal seguida de morte;2021;fevereiro;Masculino;4
RJ;Lesão corporal seguida de morte;2021;fevereiro;Sexo NI;0
RJ;Lesão corporal seguida de morte;2021;março;Feminino;1
RJ;Lesão corporal seguida de morte;2021;março;Masculino;6
RJ;Lesão corporal seguida de morte;2021;março;Sexo NI;0
RJ;Lesão corporal seguida de morte;2021;abril;Feminino;0
RJ;Lesão corporal seguida de morte;2021;abril;Masculino;4
RJ;Lesão corporal seguida de morte;2021;abril;Sexo NI;0
RJ;Lesão corporal seguida de morte;2021;maio;Feminino;0
RJ;Lesão corporal seguida de morte;2021;maio;Masculino;2
RJ;Lesão corporal seguida de morte;2021;maio;Sexo NI;0
RJ;Lesão corporal seguida de morte;2021;junho;Feminino;0
RJ;Lesão corporal seguida de morte;2021;junho;Masculino;7
RJ;Lesão corporal seguida de morte;2021;junho;Sexo NI;0
RJ;Lesão corporal seguida de morte;2021;julho;Feminino;0
RJ;Lesão corporal seguida de morte;2021;julho;Masculino;2
RJ;Lesão corporal seguida de morte;2021;julho;Sexo NI;0
RJ;Lesão corporal seguida de morte;2021;agosto;Feminino;0
RJ;Lesão corporal seguida de morte;2021;agosto;Masculino;1
RJ;Lesão corporal seguida de morte;2021;agosto;Sexo NI;0
RJ;Lesão corporal seguida de morte;2021;setembro;Feminino;0
RJ;Lesão corporal seguida de morte;2021;setembro;Masculino;2
RJ;Lesão corporal seguida de morte;2021;setembro;Sexo NI;0
RJ;Lesão corporal seguida de morte;2021;outubro;Feminino;0
RJ;Lesão corporal seguida de morte;2021;outubro;Masculino;4
RJ;Lesão corporal seguida de morte;2021;outubro;Sexo NI;0
RJ;Lesão corporal seguida de morte;2021;novembro;Feminino;1
RJ;Lesão corporal seguida de morte;2021;novembro;Masculino;1
RJ;Lesão corporal seguida de morte;2021;novembro;Sexo NI;0
RJ;Lesão corporal seguida de morte;2021;dezembro;Feminino;0
RJ;Lesão corporal seguida de morte;2021;dezembro;Masculino;2
RJ;Lesão corporal seguida de morte;2021;dezembro;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2021;janeiro;Feminino;2
RJ;Roubo seguido de morte (latrocínio);2021;janeiro;Masculino;11
RJ;Roubo seguido de morte (latrocínio);2021;fevereiro;Feminino;0
RJ;Roubo seguido de morte (latrocínio);2021;fevereiro;Masculino;12
RJ;Roubo seguido de morte (latrocínio);2021;fevereiro;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2021;março;Feminino;0
RJ;Roubo seguido de morte (latrocínio);2021;março;Masculino;8
RJ;Roubo seguido de morte (latrocínio);2021;março;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2021;abril;Feminino;2
RJ;Roubo seguido de morte (latrocínio);2021;abril;Masculino;5
RJ;Roubo seguido de morte (latrocínio);2021;abril;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2021;maio;Feminino;0
RJ;Roubo seguido de morte (latrocínio);2021;maio;Masculino;6
RJ;Roubo seguido de morte (latrocínio);2021;maio;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2021;junho;Feminino;0
RJ;Roubo seguido de morte (latrocínio);2021;junho;Masculino;2
RJ;Roubo seguido de morte (latrocínio);2021;junho;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2021;julho;Feminino;0
RJ;Roubo seguido de morte (latrocínio);2021;julho;Masculino;6
RJ;Roubo seguido de morte (latrocínio);2021;julho;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2021;agosto;Feminino;1
RJ;Roubo seguido de morte (latrocínio);2021;agosto;Masculino;11
RJ;Roubo seguido de morte (latrocínio);2021;agosto;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2021;setembro;Feminino;0
RJ;Roubo seguido de morte (latrocínio);2021;setembro;Masculino;11
RJ;Roubo seguido de morte (latrocínio);2021;setembro;Sexo NI;1
RJ;Roubo seguido de morte (latrocínio);2021;outubro;Feminino;0
RJ;Roubo seguido de morte (latrocínio);2021;outubro;Masculino;11
RJ;Roubo seguido de morte (latrocínio);2021;outubro;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2021;novembro;Feminino;1
RJ;Roubo seguido de morte (latrocínio);2021;novembro;Masculino;11
RJ;Roubo seguido de morte (latrocínio);2021;novembro;Sexo NI;0
RJ;Roubo seguido de morte (latrocínio);2021;dezembro;Feminino;1
RJ;Roubo seguido de morte (latrocínio);2021;dezembro;Masculino;5
RJ;Roubo seguido de morte (latrocínio);2021;dezembro;Sexo NI;0
RN;Homicídio doloso;2021;janeiro;Feminino;7
RN;Homicídio doloso;2021;janeiro;Masculino;66
RN;Homicídio doloso;2021;janeiro;Sexo NI;8
RN;Homicídio doloso;2021;fevereiro;Feminino;4
RN;Homicídio doloso;2021;fevereiro;Masculino;74
RN;Homicídio doloso;2021;fevereiro;Sexo NI;0
RN;Homicídio doloso;2021;março;Feminino;8
RN;Homicídio doloso;2021;março;Masculino;111
RN;Homicídio doloso;2021;março;Sexo NI;0
RN;Homicídio doloso;2021;abril;Feminino;4
RN;Homicídio doloso;2021;abril;Masculino;83
RN;Homicídio doloso;2021;abril;Sexo NI;11
RN;Homicídio doloso;2021;maio;Feminino;4
RN;Homicídio doloso;2021;maio;Masculino;83
RN;Homicídio doloso;2021;maio;Sexo NI;0
RN;Homicídio doloso;2021;junho;Feminino;5
RN;Homicídio doloso;2021;junho;Masculino;76
RN;Homicídio doloso;2021;junho;Sexo NI;1
RN;Homicídio doloso;2021;julho;Feminino;4
RN;Homicídio doloso;2021;julho;Masculino;87
RN;Homicídio doloso;2021;julho;Sexo NI;0
RN;Homicídio doloso;2021;agosto;Feminino;4
RN;Homicídio doloso;2021;agosto;Masculino;83
RN;Homicídio doloso;2021;agosto;Sexo NI;0
RN;Homicídio doloso;2021;setembro;Feminino;8
RN;Homicídio doloso;2021;setembro;Masculino;70
RN;Homicídio doloso;2021;setembro;Sexo NI;1
RN;Homicídio doloso;2021;outubro;Feminino;2
RN;Homicídio doloso;2021;outubro;Masculino;52
RN;Homicídio doloso;2021;outubro;Sexo NI;5
RN;Homicídio doloso;2021;novembro;Feminino;6
RN;Homicídio doloso;2021;novembro;Masculino;88
RN;Homicídio doloso;2021;novembro;Sexo NI;0
RN;Homicídio doloso;2021;dezembro;Feminino;4
RN;Homicídio doloso;2021;dezembro;Masculino;64
RN;Homicídio doloso;2021;dezembro;Sexo NI;0
RN;Lesão corporal seguida de morte;2021;janeiro;Masculino;2
RN;Lesão corporal seguida de morte;2021;fevereiro;Feminino;1
RN;Lesão corporal seguida de morte;2021;fevereiro;Masculino;4
RN;Lesão corporal seguida de morte;2021;fevereiro;Sexo NI;0
RN;Lesão corporal seguida de morte;2021;março;Feminino;0
RN;Lesão corporal seguida de morte;2021;março;Masculino;1
RN;Lesão corporal seguida de morte;2021;março;Sexo NI;0
RN;Lesão corporal seguida de morte;2021;abril;Feminino;0
RN;Lesão corporal seguida de morte;2021;abril;Masculino;0
RN;Lesão corporal seguida de morte;2021;abril;Sexo NI;0
RN;Lesão corporal seguida de morte;2021;maio;Feminino;1
RN;Lesão corporal seguida de morte;2021;maio;Masculino;1
RN;Lesão corporal seguida de morte;2021;maio;Sexo NI;0
RN;Lesão corporal seguida de morte;2021;junho;Feminino;0
RN;Lesão corporal seguida de morte;2021;junho;Masculino;2
RN;Lesão corporal seguida de morte;2021;junho;Sexo NI;0
RN;Lesão corporal seguida de morte;2021;julho;Feminino;0
RN;Lesão corporal seguida de morte;2021;julho;Masculino;1
RN;Lesão corporal seguida de morte;2021;julho;Sexo NI;0
RN;Lesão corporal seguida de morte;2021;agosto;Feminino;0
RN;Lesão corporal seguida de morte;2021;agosto;Masculino;1
RN;Lesão corporal seguida de morte;2021;agosto;Sexo NI;0
RN;Lesão corporal seguida de morte;2021;setembro;Feminino;0
RN;Lesão corporal seguida de morte;2021;setembro;Masculino;2
RN;Lesão corporal seguida de morte;2021;setembro;Sexo NI;0
RN;Lesão corporal seguida de morte;2021;outubro;Feminino;0
RN;Lesão corporal seguida de morte;2021;outubro;Masculino;1
RN;Lesão corporal seguida de morte;2021;outubro;Sexo NI;0
RN;Lesão corporal seguida de morte;2021;novembro;Feminino;0
RN;Lesão corporal seguida de morte;2021;novembro;Masculino;0
RN;Lesão corporal seguida de morte;2021;novembro;Sexo NI;0
RN;Lesão corporal seguida de morte;2021;dezembro;Feminino;0
RN;Lesão corporal seguida de morte;2021;dezembro;Masculino;0
RN;Lesão corporal seguida de morte;2021;dezembro;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2021;janeiro;Feminino;2
RN;Roubo seguido de morte (latrocínio);2021;janeiro;Masculino;8
RN;Roubo seguido de morte (latrocínio);2021;fevereiro;Feminino;0
RN;Roubo seguido de morte (latrocínio);2021;fevereiro;Masculino;8
RN;Roubo seguido de morte (latrocínio);2021;fevereiro;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2021;março;Feminino;0
RN;Roubo seguido de morte (latrocínio);2021;março;Masculino;4
RN;Roubo seguido de morte (latrocínio);2021;março;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2021;abril;Feminino;0
RN;Roubo seguido de morte (latrocínio);2021;abril;Masculino;11
RN;Roubo seguido de morte (latrocínio);2021;abril;Sexo NI;1
RN;Roubo seguido de morte (latrocínio);2021;maio;Feminino;0
RN;Roubo seguido de morte (latrocínio);2021;maio;Masculino;2
RN;Roubo seguido de morte (latrocínio);2021;maio;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2021;junho;Feminino;0
RN;Roubo seguido de morte (latrocínio);2021;junho;Masculino;5
RN;Roubo seguido de morte (latrocínio);2021;junho;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2021;julho;Feminino;0
RN;Roubo seguido de morte (latrocínio);2021;julho;Masculino;3
RN;Roubo seguido de morte (latrocínio);2021;julho;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2021;agosto;Feminino;0
RN;Roubo seguido de morte (latrocínio);2021;agosto;Masculino;3
RN;Roubo seguido de morte (latrocínio);2021;agosto;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2021;setembro;Feminino;0
RN;Roubo seguido de morte (latrocínio);2021;setembro;Masculino;5
RN;Roubo seguido de morte (latrocínio);2021;setembro;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2021;outubro;Feminino;0
RN;Roubo seguido de morte (latrocínio);2021;outubro;Masculino;1
RN;Roubo seguido de morte (latrocínio);2021;outubro;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2021;novembro;Feminino;0
RN;Roubo seguido de morte (latrocínio);2021;novembro;Masculino;3
RN;Roubo seguido de morte (latrocínio);2021;novembro;Sexo NI;0
RN;Roubo seguido de morte (latrocínio);2021;dezembro;Feminino;0
RN;Roubo seguido de morte (latrocínio);2021;dezembro;Masculino;1
RN;Roubo seguido de morte (latrocínio);2021;dezembro;Sexo NI;0
RS;Homicídio doloso;2021;janeiro;Feminino;16
RS;Homicídio doloso;2021;janeiro;Masculino;135
RS;Homicídio doloso;2021;fevereiro;Feminino;10
RS;Homicídio doloso;2021;fevereiro;Masculino;136
RS;Homicídio doloso;2021;fevereiro;Sexo NI;0
RS;Homicídio doloso;2021;março;Feminino;14
RS;Homicídio doloso;2021;março;Masculino;124
RS;Homicídio doloso;2021;março;Sexo NI;0
RS;Homicídio doloso;2021;abril;Feminino;14
RS;Homicídio doloso;2021;abril;Masculino;116
RS;Homicídio doloso;2021;abril;Sexo NI;0
RS;Homicídio doloso;2021;maio;Feminino;4
RS;Homicídio doloso;2021;maio;Masculino;130
RS;Homicídio doloso;2021;maio;Sexo NI;0
RS;Homicídio doloso;2021;junho;Feminino;8
RS;Homicídio doloso;2021;junho;Masculino;116
RS;Homicídio doloso;2021;junho;Sexo NI;0
RS;Homicídio doloso;2021;julho;Feminino;10
RS;Homicídio doloso;2021;julho;Masculino;129
RS;Homicídio doloso;2021;julho;Sexo NI;0
RS;Homicídio doloso;2021;agosto;Feminino;11
RS;Homicídio doloso;2021;agosto;Masculino;104
RS;Homicídio doloso;2021;agosto;Sexo NI;0
RS;Homicídio doloso;2021;setembro;Feminino;8
RS;Homicídio doloso;2021;setembro;Masculino;125
RS;Homicídio doloso;2021;setembro;Sexo NI;0
RS;Homicídio doloso;2021;outubro;Feminino;14
RS;Homicídio doloso;2021;outubro;Masculino;115
RS;Homicídio doloso;2021;outubro;Sexo NI;0
RS;Homicídio doloso;2021;novembro;Feminino;11
RS;Homicídio doloso;2021;novembro;Masculino;118
RS;Homicídio doloso;2021;novembro;Sexo NI;0
RS;Homicídio doloso;2021;dezembro;Feminino;17
RS;Homicídio doloso;2021;dezembro;Masculino;137
RS;Homicídio doloso;2021;dezembro;Sexo NI;0
RS;Lesão corporal seguida de morte;2021;janeiro;Feminino;0
RS;Lesão corporal seguida de morte;2021;janeiro;Masculino;3
RS;Lesão corporal seguida de morte;2021;fevereiro;Feminino;0
RS;Lesão corporal seguida de morte;2021;fevereiro;Masculino;2
RS;Lesão corporal seguida de morte;2021;fevereiro;Sexo NI;0
RS;Lesão corporal seguida de morte;2021;março;Feminino;2
RS;Lesão corporal seguida de morte;2021;março;Masculino;0
RS;Lesão corporal seguida de morte;2021;março;Sexo NI;0
RS;Lesão corporal seguida de morte;2021;abril;Feminino;1
RS;Lesão corporal seguida de morte;2021;abril;Masculino;0
RS;Lesão corporal seguida de morte;2021;abril;Sexo NI;0
RS;Lesão corporal seguida de morte;2021;maio;Feminino;1
RS;Lesão corporal seguida de morte;2021;maio;Masculino;0
RS;Lesão corporal seguida de morte;2021;maio;Sexo NI;0
RS;Lesão corporal seguida de morte;2021;junho;Feminino;0
RS;Lesão corporal seguida de morte;2021;junho;Masculino;2
RS;Lesão corporal seguida de morte;2021;junho;Sexo NI;0
RS;Lesão corporal seguida de morte;2021;julho;Feminino;0
RS;Lesão corporal seguida de morte;2021;julho;Masculino;2
RS;Lesão corporal seguida de morte;2021;julho;Sexo NI;0
RS;Lesão corporal seguida de morte;2021;agosto;Feminino;0
RS;Lesão corporal seguida de morte;2021;agosto;Masculino;1
RS;Lesão corporal seguida de morte;2021;agosto;Sexo NI;0
RS;Lesão corporal seguida de morte;2021;setembro;Feminino;0
RS;Lesão corporal seguida de morte;2021;setembro;Masculino;3
RS;Lesão corporal seguida de morte;2021;setembro;Sexo NI;0
RS;Lesão corporal seguida de morte;2021;outubro;Feminino;1
RS;Lesão corporal seguida de morte;2021;outubro;Masculino;5
RS;Lesão corporal seguida de morte;2021;outubro;Sexo NI;0
RS;Lesão corporal seguida de morte;2021;novembro;Feminino;0
RS;Lesão corporal seguida de morte;2021;novembro;Masculino;2
RS;Lesão corporal seguida de morte;2021;novembro;Sexo NI;0
