UF;Tipo Crime;Ano;Mês;Ocorrências
RS;Homicídio doloso;2021;fevereiro;137
RS;Lesão corporal seguida de morte;2021;fevereiro;2
RS;Roubo a instituição financeira;2021;fevereiro;0
RS;Roubo de carga;2021;fevereiro;14
RS;Roubo de veículo;2021;fevereiro;474
RS;Roubo seguido de morte (latrocínio);2021;fevereiro;1
RS;Tentativa de homicídio;2021;fevereiro;172
RS;Estupro;2021;março;396
RS;Furto de veículo;2021;março;707
RS;Homicídio doloso;2021;março;131
RS;Lesão corporal seguida de morte;2021;março;2
RS;Roubo a instituição financeira;2021;março;3
RS;Roubo de carga;2021;março;22
RS;Roubo de veículo;2021;março;487
RS;Roubo seguido de morte (latrocínio);2021;março;11
RS;Tentativa de homicídio;2021;março;138
RS;Estupro;2021;abril;367
RS;Furto de veículo;2021;abril;698
RS;Homicídio doloso;2021;abril;123
RS;Lesão corporal seguida de morte;2021;abril;1
RS;Roubo a instituição financeira;2021;abril;2
RS;Roubo de carga;2021;abril;17
RS;Roubo de veículo;2021;abril;426
RS;Roubo seguido de morte (latrocínio);2021;abril;3
RS;Tentativa de homicídio;2021;abril;159
RS;Estupro;2021;maio;323
RS;Furto de veículo;2021;maio;749
RS;Homicídio doloso;2021;maio;124
RS;Lesão corporal seguida de morte;2021;maio;2
RS;Roubo a instituição financeira;2021;maio;3
RS;Roubo de carga;2021;maio;14
RS;Roubo de veículo;2021;maio;382
RS;Roubo seguido de morte (latrocínio);2021;maio;3
RS;Tentativa de homicídio;2021;maio;143
RS;Estupro;2021;junho;287
RS;Furto de veículo;2021;junho;809
RS;Homicídio doloso;2021;junho;112
RS;Lesão corporal seguida de morte;2021;junho;3
RS;Roubo a instituição financeira;2021;junho;0
RS;Roubo de carga;2021;junho;16
RS;Roubo de veículo;2021;junho;388
RS;Roubo seguido de morte (latrocínio);2021;junho;6
RS;Tentativa de homicídio;2021;junho;150
RS;Estupro;2021;julho;361
RS;Furto de veículo;2021;julho;828
RS;Homicídio doloso;2021;julho;129
RS;Lesão corporal seguida de morte;2021;julho;2
RS;Roubo a instituição financeira;2021;julho;1
RS;Roubo de carga;2021;julho;15
RS;Roubo de veículo;2021;julho;326
RS;Roubo seguido de morte (latrocínio);2021;julho;10
RS;Tentativa de homicídio;2021;julho;178
RS;Estupro;2021;agosto;415
RS;Furto de veículo;2021;agosto;768
RS;Homicídio doloso;2021;agosto;108
RS;Lesão corporal seguida de morte;2021;agosto;1
RS;Roubo a instituição financeira;2021;agosto;0
RS;Roubo de carga;2021;agosto;14
RS;Roubo de veículo;2021;agosto;316
RS;Roubo seguido de morte (latrocínio);2021;agosto;4
RS;Tentativa de homicídio;2021;agosto;145
RS;Estupro;2021;setembro;372
RS;Furto de veículo;2021;setembro;746
RS;Homicídio doloso;2021;setembro;127
RS;Lesão corporal seguida de morte;2021;setembro;3
RS;Roubo a instituição financeira;2021;setembro;1
RS;Roubo de carga;2021;setembro;10
RS;Roubo de veículo;2021;setembro;372
RS;Roubo seguido de morte (latrocínio);2021;setembro;6
RS;Tentativa de homicídio;2021;setembro;194
RS;Estupro;2021;outubro;412
RS;Furto de veículo;2021;outubro;775
RS;Homicídio doloso;2021;outubro;123
RS;Lesão corporal seguida de morte;2021;outubro;6
RS;Roubo a instituição financeira;2021;outubro;0
RS;Roubo de carga;2021;outubro;14
RS;Roubo de veículo;2021;outubro;409
RS;Roubo seguido de morte (latrocínio);2021;outubro;2
RS;Tentativa de homicídio;2021;outubro;164
RS;Estupro;2021;novembro;414
RS;Furto de veículo;2021;novembro;659
RS;Homicídio doloso;2021;novembro;123
RS;Lesão corporal seguida de morte;2021;novembro;3
RS;Roubo a instituição financeira;2021;novembro;1
RS;Roubo de carga;2021;novembro;12
RS;Roubo de veículo;2021;novembro;408
RS;Roubo seguido de morte (latrocínio);2021;novembro;2
RS;Tentativa de homicídio;2021;novembro;188
RS;Estupro;2021;dezembro;392
RS;Furto de veículo;2021;dezembro;708
RS;Homicídio doloso;2021;dezembro;144
RS;Lesão corporal seguida de morte;2021;dezembro;6
RS;Roubo a instituição financeira;2021;dezembro;0
RS;Roubo de carga;2021;dezembro;12
RS;Roubo de veículo;2021;dezembro;404
RS;Roubo seguido de morte (latrocínio);2021;dezembro;10
RS;Tentativa de homicídio;2021;dezembro;196
RO;Furto de veículo;2021;janeiro;173
RO;Homicídio doloso;2021;janeiro;41
RO;Lesão corporal seguida de morte;2021;janeiro;0
RO;Roubo a instituição financeira;2021;janeiro;12
RO;Roubo de carga;2021;janeiro;0
RO;Roubo de veículo;2021;janeiro;160
RO;Roubo seguido de morte (latrocínio);2021;janeiro;1
RO;Tentativa de homicídio;2021;janeiro;46
RO;Estupro;2021;fevereiro;20
RO;Furto de veículo;2021;fevereiro;153
RO;Homicídio doloso;2021;fevereiro;24
RO;Lesão corporal seguida de morte;2021;fevereiro;0
RO;Roubo a instituição financeira;2021;fevereiro;5
RO;Roubo de carga;2021;fevereiro;0
RO;Roubo de veículo;2021;fevereiro;140
RO;Roubo seguido de morte (latrocínio);2021;fevereiro;0
RO;Tentativa de homicídio;2021;fevereiro;59
RO;Estupro;2021;março;27
RO;Furto de veículo;2021;março;196
RO;Homicídio doloso;2021;março;25
RO;Lesão corporal seguida de morte;2021;março;0
RO;Roubo a instituição financeira;2021;março;7
RO;Roubo de carga;2021;março;0
RO;Roubo de veículo;2021;março;171
RO;Roubo seguido de morte (latrocínio);2021;março;1
RO;Tentativa de homicídio;2021;março;63
RO;Estupro;2021;abril;29
RO;Furto de veículo;2021;abril;135
RO;Homicídio doloso;2021;abril;36
RO;Lesão corporal seguida de morte;2021;abril;0
RO;Roubo a instituição financeira;2021;abril;6
RO;Roubo de carga;2021;abril;0
RO;Roubo de veículo;2021;abril;197
RO;Roubo seguido de morte (latrocínio);2021;abril;3
RO;Tentativa de homicídio;2021;abril;55
RO;Estupro;2021;maio;30
RO;Furto de veículo;2021;maio;165
RO;Homicídio doloso;2021;maio;34
RO;Lesão corporal seguida de morte;2021;maio;0
RO;Roubo a instituição financeira;2021;maio;8
RO;Roubo de carga;2021;maio;1
RO;Roubo de veículo;2021;maio;143
RO;Roubo seguido de morte (latrocínio);2021;maio;0
RO;Tentativa de homicídio;2021;maio;61
RO;Estupro;2021;junho;24
RO;Furto de veículo;2021;junho;165
RO;Homicídio doloso;2021;junho;51
RO;Lesão corporal seguida de morte;2021;junho;0
RO;Roubo a instituição financeira;2021;junho;5
RO;Roubo de carga;2021;junho;1
RO;Roubo de veículo;2021;junho;172
RO;Roubo seguido de morte (latrocínio);2021;junho;0
RO;Tentativa de homicídio;2021;junho;51
RO;Estupro;2021;julho;34
RO;Furto de veículo;2021;julho;220
RO;Homicídio doloso;2021;julho;31
RO;Lesão corporal seguida de morte;2021;julho;2
RO;Roubo a instituição financeira;2021;julho;2
RO;Roubo de carga;2021;julho;2
RO;Roubo de veículo;2021;julho;131
RO;Roubo seguido de morte (latrocínio);2021;julho;0
RO;Tentativa de homicídio;2021;julho;50
RO;Estupro;2021;agosto;29
RO;Furto de veículo;2021;agosto;215
RO;Homicídio doloso;2021;agosto;39
RO;Lesão corporal seguida de morte;2021;agosto;0
RO;Roubo a instituição financeira;2021;agosto;4
RO;Roubo de carga;2021;agosto;0
RO;Roubo de veículo;2021;agosto;182
RO;Roubo seguido de morte (latrocínio);2021;agosto;0
RO;Tentativa de homicídio;2021;agosto;53
RO;Estupro;2021;setembro;34
RO;Furto de veículo;2021;setembro;216
RO;Homicídio doloso;2021;setembro;23
RO;Lesão corporal seguida de morte;2021;setembro;0
RO;Roubo a instituição financeira;2021;setembro;2
RO;Roubo de carga;2021;setembro;0
RO;Roubo de veículo;2021;setembro;157
RO;Roubo seguido de morte (latrocínio);2021;setembro;1
RO;Tentativa de homicídio;2021;setembro;48
RO;Estupro;2021;outubro;29
RO;Furto de veículo;2021;outubro;173
RO;Homicídio doloso;2021;outubro;32
RO;Lesão corporal seguida de morte;2021;outubro;0
RO;Roubo a instituição financeira;2021;outubro;10
RO;Roubo de carga;2021;outubro;0
RO;Roubo de veículo;2021;outubro;120
RO;Roubo seguido de morte (latrocínio);2021;outubro;5
RO;Tentativa de homicídio;2021;outubro;53
RO;Estupro;2021;novembro;28
RO;Furto de veículo;2021;novembro;214
RO;Homicídio doloso;2021;novembro;40
RO;Lesão corporal seguida de morte;2021;novembro;0
RO;Roubo a instituição financeira;2021;novembro;0
RO;Roubo de carga;2021;novembro;0
RO;Roubo de veículo;2021;novembro;142
RO;Roubo seguido de morte (latrocínio);2021;novembro;7
RO;Tentativa de homicídio;2021;novembro;54
RO;Estupro;2021;dezembro;34
RO;Furto de veículo;2021;dezembro;233
RO;Homicídio doloso;2021;dezembro;50
RO;Lesão corporal seguida de morte;2021;dezembro;1
RO;Roubo a instituição financeira;2021;dezembro;1
RO;Roubo de carga;2021;dezembro;1
RO;Roubo de veículo;2021;dezembro;123
RO;Roubo seguido de morte (latrocínio);2021;dezembro;2
RO;Tentativa de homicídio;2021;dezembro;70
RR;Estupro;2021;janeiro;14
RR;Furto de veículo;2021;janeiro;58
RR;Homicídio doloso;2021;janeiro;11
RR;Lesão corporal seguida de morte;2021;janeiro;2
RR;Roubo a instituição financeira;2021;janeiro;0
RR;Roubo de carga;2021;janeiro;0
RR;Roubo de veículo;2021;janeiro;50
RR;Roubo seguido de morte (latrocínio);2021;janeiro;2
RR;Tentativa de homicídio;2021;janeiro;16
RR;Estupro;2021;fevereiro;19
RR;Furto de veículo;2021;fevereiro;41
RR;Homicídio doloso;2021;fevereiro;32
RR;Lesão corporal seguida de morte;2021;fevereiro;0
RR;Roubo a instituição financeira;2021;fevereiro;0
RR;Roubo de carga;2021;fevereiro;0
RR;Roubo de veículo;2021;fevereiro;63
RR;Roubo seguido de morte (latrocínio);2021;fevereiro;1
RR;Tentativa de homicídio;2021;fevereiro;9
RR;Estupro;2021;março;33
RR;Furto de veículo;2021;março;42
RR;Homicídio doloso;2021;março;10
RR;Lesão corporal seguida de morte;2021;março;0
RR;Roubo a instituição financeira;2021;março;0
RR;Roubo de carga;2021;março;0
RR;Roubo de veículo;2021;março;58
RR;Roubo seguido de morte (latrocínio);2021;março;0
RR;Tentativa de homicídio;2021;março;9
RR;Estupro;2021;abril;40
RR;Furto de veículo;2021;abril;54
RR;Homicídio doloso;2021;abril;20
RR;Lesão corporal seguida de morte;2021;abril;2
RR;Roubo a instituição financeira;2021;abril;2
RR;Roubo de carga;2021;abril;0
RR;Roubo de veículo;2021;abril;55
RR;Roubo seguido de morte (latrocínio);2021;abril;1
RR;Tentativa de homicídio;2021;abril;24
RR;Estupro;2021;maio;50
RR;Furto de veículo;2021;maio;65
RR;Homicídio doloso;2021;maio;29
RR;Lesão corporal seguida de morte;2021;maio;2
RR;Roubo a instituição financeira;2021;maio;0
RR;Roubo de carga;2021;maio;1
RR;Roubo de veículo;2021;maio;85
RR;Roubo seguido de morte (latrocínio);2021;maio;1
RR;Tentativa de homicídio;2021;maio;18
RR;Estupro;2021;junho;39
RR;Furto de veículo;2021;junho;61
RR;Homicídio doloso;2021;junho;12
RR;Lesão corporal seguida de morte;2021;junho;0
RR;Roubo a instituição financeira;2021;junho;0
RR;Roubo de carga;2021;junho;0
RR;Roubo de veículo;2021;junho;25
RR;Roubo seguido de morte (latrocínio);2021;junho;2
RR;Tentativa de homicídio;2021;junho;14
RR;Estupro;2021;julho;51
RR;Furto de veículo;2021;julho;62
RR;Homicídio doloso;2021;julho;18
RR;Lesão corporal seguida de morte;2021;julho;1
RR;Roubo a instituição financeira;2021;julho;0
RR;Roubo de carga;2021;julho;0
RR;Roubo de veículo;2021;julho;30
RR;Roubo seguido de morte (latrocínio);2021;julho;1
RR;Tentativa de homicídio;2021;julho;13
RR;Estupro;2021;agosto;44
RR;Furto de veículo;2021;agosto;54
RR;Homicídio doloso;2021;agosto;9
RR;Lesão corporal seguida de morte;2021;agosto;0
RR;Roubo a instituição financeira;2021;agosto;0
RR;Roubo de carga;2021;agosto;0
RR;Roubo de veículo;2021;agosto;63
RR;Roubo seguido de morte (latrocínio);2021;agosto;0
RR;Tentativa de homicídio;2021;agosto;19
RR;Estupro;2021;setembro;33
RR;Furto de veículo;2021;setembro;53
RR;Homicídio doloso;2021;setembro;10
RR;Lesão corporal seguida de morte;2021;setembro;0
RR;Roubo a instituição financeira;2021;setembro;0
RR;Roubo de carga;2021;setembro;0
RR;Roubo de veículo;2021;setembro;85
RR;Roubo seguido de morte (latrocínio);2021;setembro;1
RR;Tentativa de homicídio;2021;setembro;12
RR;Estupro;2021;outubro;56
RR;Furto de veículo;2021;outubro;51
RR;Homicídio doloso;2021;outubro;10
RR;Lesão corporal seguida de morte;2021;outubro;0
RR;Roubo a instituição financeira;2021;outubro;0
RR;Roubo de carga;2021;outubro;0
RR;Roubo de veículo;2021;outubro;92
RR;Roubo seguido de morte (latrocínio);2021;outubro;1
RR;Tentativa de homicídio;2021;outubro;16
RR;Estupro;2021;novembro;40
RR;Furto de veículo;2021;novembro;54
RR;Homicídio doloso;2021;novembro;17
RR;Lesão corporal seguida de morte;2021;novembro;0
RR;Roubo a instituição financeira;2021;novembro;0
RR;Roubo de carga;2021;novembro;0
RR;Roubo de veículo;2021;novembro;35
RR;Roubo seguido de morte (latrocínio);2021;novembro;1
RR;Tentativa de homicídio;2021;novembro;11
RR;Estupro;2021;dezembro;41
RR;Furto de veículo;2021;dezembro;54
RR;Homicídio doloso;2021;dezembro;19
RR;Lesão corporal seguida de morte;2021;dezembro;1
RR;Roubo a instituição financeira;2021;dezembro;0
RR;Roubo de carga;2021;dezembro;0
RR;Roubo de veículo;2021;dezembro;39
RR;Roubo seguido de morte (latrocínio);2021;dezembro;2
RR;Tentativa de homicídio;2021;dezembro;11
SC;Estupro;2021;janeiro;111
SC;Furto de veículo;2021;janeiro;588
SC;Homicídio doloso;2021;janeiro;60
SC;Lesão corporal seguida de morte;2021;janeiro;0
SC;Roubo a instituição financeira;2021;janeiro;3
SC;Roubo de carga;2021;janeiro;2
SC;Roubo de veículo;2021;janeiro;113
SC;Roubo seguido de morte (latrocínio);2021;janeiro;1
SC;Tentativa de homicídio;2021;janeiro;124
SC;Estupro;2021;fevereiro;94
SC;Furto de veículo;2021;fevereiro;474
SC;Homicídio doloso;2021;fevereiro;50
SC;Lesão corporal seguida de morte;2021;fevereiro;2
SC;Roubo a instituição financeira;2021;fevereiro;3
SC;Roubo de carga;2021;fevereiro;2
SC;Roubo de veículo;2021;fevereiro;107
SC;Roubo seguido de morte (latrocínio);2021;fevereiro;1
SC;Tentativa de homicídio;2021;fevereiro;135
SC;Estupro;2021;março;114
SC;Furto de veículo;2021;março;578
SC;Homicídio doloso;2021;março;56
SC;Lesão corporal seguida de morte;2021;março;1
SC;Roubo de carga;2021;março;3
SC;Roubo de veículo;2021;março;114
SC;Roubo seguido de morte (latrocínio);2021;março;2
SC;Tentativa de homicídio;2021;março;124
SC;Estupro;2021;abril;99
SC;Furto de veículo;2021;abril;603
SC;Homicídio doloso;2021;abril;48
SC;Lesão corporal seguida de morte;2021;abril;3
SC;Roubo a instituição financeira;2021;abril;0
SC;Roubo de carga;2021;abril;1
SC;Roubo de veículo;2021;abril;114
SC;Roubo seguido de morte (latrocínio);2021;abril;4
SC;Tentativa de homicídio;2021;abril;122
SC;Estupro;2021;maio;105
SC;Furto de veículo;2021;maio;647
SC;Homicídio doloso;2021;maio;42
SC;Lesão corporal seguida de morte;2021;maio;0
SC;Roubo a instituição financeira;2021;maio;0
SC;Roubo de carga;2021;maio;1
SC;Roubo de veículo;2021;maio;132
SC;Roubo seguido de morte (latrocínio);2021;maio;2
SC;Tentativa de homicídio;2021;maio;137
SC;Estupro;2021;junho;34
SC;Furto de veículo;2021;junho;691
SC;Homicídio doloso;2021;junho;37
SC;Lesão corporal seguida de morte;2021;junho;2
SC;Roubo a instituição financeira;2021;junho;0
SC;Roubo de carga;2021;junho;1
SC;Roubo de veículo;2021;junho;116
SC;Roubo seguido de morte (latrocínio);2021;junho;1
SC;Tentativa de homicídio;2021;junho;100
SC;Estupro;2021;julho;111
SC;Furto de veículo;2021;julho;669
SC;Homicídio doloso;2021;julho;47
SC;Lesão corporal seguida de morte;2021;julho;0
SC;Roubo a instituição financeira;2021;julho;1
SC;Roubo de carga;2021;julho;3
SC;Roubo de veículo;2021;julho;119
SC;Roubo seguido de morte (latrocínio);2021;julho;1
SC;Tentativa de homicídio;2021;julho;109
SC;Estupro;2021;agosto;121
SC;Furto de veículo;2021;agosto;619
SC;Homicídio doloso;2021;agosto;52
SC;Lesão corporal seguida de morte;2021;agosto;0
SC;Roubo a instituição financeira;2021;agosto;0
SC;Roubo de carga;2021;agosto;2
SC;Roubo de veículo;2021;agosto;129
SC;Roubo seguido de morte (latrocínio);2021;agosto;2
SC;Tentativa de homicídio;2021;agosto;112
SC;Estupro;2021;setembro;103
SC;Furto de veículo;2021;setembro;620
SC;Homicídio doloso;2021;setembro;46
SC;Lesão corporal seguida de morte;2021;setembro;0
SC;Roubo a instituição financeira;2021;setembro;3
SC;Roubo de carga;2021;setembro;2
SC;Roubo de veículo;2021;setembro;109
SC;Roubo seguido de morte (latrocínio);2021;setembro;0
SC;Tentativa de homicídio;2021;setembro;110
SC;Estupro;2021;outubro;95
SC;Furto de veículo;2021;outubro;616
SC;Homicídio doloso;2021;outubro;59
SC;Lesão corporal seguida de morte;2021;outubro;2
SC;Roubo a instituição financeira;2021;outubro;2
SC;Roubo de carga;2021;outubro;1
SC;Roubo de veículo;2021;outubro;125
SC;Roubo seguido de morte (latrocínio);2021;outubro;2
SC;Tentativa de homicídio;2021;outubro;118
SC;Estupro;2021;novembro;74
SC;Furto de veículo;2021;novembro;625
SC;Homicídio doloso;2021;novembro;55
SC;Lesão corporal seguida de morte;2021;novembro;4
SC;Roubo a instituição financeira;2021;novembro;0
SC;Roubo de carga;2021;novembro;2
SC;Roubo de veículo;2021;novembro;108
SC;Roubo seguido de morte (latrocínio);2021;novembro;0
SC;Tentativa de homicídio;2021;novembro;118
SC;Estupro;2021;dezembro;109
SC;Furto de veículo;2021;dezembro;725
SC;Homicídio doloso;2021;dezembro;60
SC;Lesão corporal seguida de morte;2021;dezembro;1
SC;Roubo a instituição financeira;2021;dezembro;1
SC;Roubo de carga;2021;dezembro;1
SC;Roubo de veículo;2021;dezembro;126
SC;Roubo seguido de morte (latrocínio);2021;dezembro;0
SC;Tentativa de homicídio;2021;dezembro;133
SP;Estupro;2021;janeiro;1095
SP;Furto de veículo;2021;janeiro;5749
SP;Homicídio doloso;2021;janeiro;284
SP;Lesão corporal seguida de morte;2021;janeiro;6
SP;Roubo a instituição financeira;2021;janeiro;1
SP;Roubo de carga;2021;janeiro;570
SP;Roubo de veículo;2021;janeiro;2779
SP;Roubo seguido de morte (latrocínio);2021;janeiro;16
SP;Tentativa de homicídio;2021;janeiro;304
SP;Estupro;2021;fevereiro;983
SP;Furto de veículo;2021;fevereiro;6232
SP;Homicídio doloso;2021;fevereiro;227
SP;Lesão corporal seguida de morte;2021;fevereiro;3
SP;Roubo a instituição financeira;2021;fevereiro;3
SP;Roubo de carga;2021;fevereiro;523
SP;Roubo de veículo;2021;fevereiro;2480
SP;Roubo seguido de morte (latrocínio);2021;fevereiro;12
SP;Tentativa de homicídio;2021;fevereiro;253
SP;Estupro;2021;março;1035
SP;Furto de veículo;2021;março;6301
SP;Homicídio doloso;2021;março;237
SP;Lesão corporal seguida de morte;2021;março;10
SP;Roubo a instituição financeira;2021;março;2
SP;Roubo de carga;2021;março;575
SP;Roubo de veículo;2021;março;2560
SP;Roubo seguido de morte (latrocínio);2021;março;16
SP;Tentativa de homicídio;2021;março;279
SP;Estupro;2021;abril;915
SP;Furto de veículo;2021;abril;5982
SP;Homicídio doloso;2021;abril;215
SP;Lesão corporal seguida de morte;2021;abril;6
SP;Roubo a instituição financeira;2021;abril;0
SP;Roubo de carga;2021;abril;509
SP;Roubo de veículo;2021;abril;2335
SP;Roubo seguido de morte (latrocínio);2021;abril;13
SP;Tentativa de homicídio;2021;abril;287
SP;Estupro;2021;maio;889
SP;Furto de veículo;2021;maio;6470
SP;Homicídio doloso;2021;maio;255
SP;Lesão corporal seguida de morte;2021;maio;8
SP;Roubo a instituição financeira;2021;maio;1
SP;Roubo de carga;2021;maio;499
SP;Roubo de veículo;2021;maio;2444
SP;Roubo seguido de morte (latrocínio);2021;maio;16
SP;Tentativa de homicídio;2021;maio;250
SP;Estupro;2021;junho;840
SP;Furto de veículo;2021;junho;6328
SP;Homicídio doloso;2021;junho;204
SP;Lesão corporal seguida de morte;2021;junho;10
SP;Roubo a instituição financeira;2021;junho;3
SP;Roubo de carga;2021;junho;493
SP;Roubo de veículo;2021;junho;2430
SP;Roubo seguido de morte (latrocínio);2021;junho;13
SP;Tentativa de homicídio;2021;junho;254
SP;Estupro;2021;julho;897
SP;Furto de veículo;2021;julho;6827
SP;Homicídio doloso;2021;julho;199
SP;Lesão corporal seguida de morte;2021;julho;3
SP;Roubo a instituição financeira;2021;julho;0
SP;Roubo de carga;2021;julho;493
SP;Roubo de veículo;2021;julho;2552
SP;Roubo seguido de morte (latrocínio);2021;julho;9
SP;Tentativa de homicídio;2021;julho;244
SP;Estupro;2021;agosto;998
SP;Furto de veículo;2021;agosto;7078
SP;Homicídio doloso;2021;agosto;225
SP;Lesão corporal seguida de morte;2021;agosto;5
SP;Roubo a instituição financeira;2021;agosto;2
SP;Roubo de carga;2021;agosto;469
SP;Roubo de veículo;2021;agosto;2693
SP;Roubo seguido de morte (latrocínio);2021;agosto;14
SP;Tentativa de homicídio;2021;agosto;291
SP;Estupro;2021;setembro;1076
SP;Furto de veículo;2021;setembro;6984
SP;Homicídio doloso;2021;setembro;226
SP;Lesão corporal seguida de morte;2021;setembro;9
SP;Roubo a instituição financeira;2021;setembro;1
SP;Roubo de carga;2021;setembro;468
SP;Roubo de veículo;2021;setembro;2902
SP;Roubo seguido de morte (latrocínio);2021;setembro;22
SP;Tentativa de homicídio;2021;setembro;295
SP;Estupro;2021;outubro;979
SP;Furto de veículo;2021;outubro;7631
SP;Homicídio doloso;2021;outubro;221
SP;Lesão corporal seguida de morte;2021;outubro;5
SP;Roubo a instituição financeira;2021;outubro;0
SP;Roubo de carga;2021;outubro;568
SP;Roubo de veículo;2021;outubro;3023
SP;Roubo seguido de morte (latrocínio);2021;outubro;11
SP;Tentativa de homicídio;2021;outubro;271
SP;Estupro;2021;novembro;1110
SP;Furto de veículo;2021;novembro;7396
SP;Homicídio doloso;2021;novembro;212
SP;Lesão corporal seguida de morte;2021;novembro;7
SP;Roubo a instituição financeira;2021;novembro;2
SP;Roubo de carga;2021;novembro;685
SP;Roubo de veículo;2021;novembro;3236
SP;Roubo seguido de morte (latrocínio);2021;novembro;12
SP;Tentativa de homicídio;2021;novembro;293
SP;Estupro;2021;dezembro;945
SP;Furto de veículo;2021;dezembro;6692
SP;Homicídio doloso;2021;dezembro;206
SP;Lesão corporal seguida de morte;2021;dezembro;4
SP;Roubo a instituição financeira;2021;dezembro;3
SP;Roubo de carga;2021;dezembro;677
SP;Roubo de veículo;2021;dezembro;3607
SP;Roubo seguido de morte (latrocínio);2021;dezembro;12
SP;Tentativa de homicídio;2021;dezembro;291
SE;Estupro;2021;janeiro;54
SE;Furto de veículo;2021;janeiro;55
SE;Homicídio doloso;2021;janeiro;49
SE;Lesão corporal seguida de morte;2021;janeiro;2
SE;Roubo a instituição financeira;2021;janeiro;0
SE;Roubo de carga;2021;janeiro;0
SE;Roubo de veículo;2021;janeiro;206
SE;Roubo seguido de morte (latrocínio);2021;janeiro;1
SE;Tentativa de homicídio;2021;janeiro;53
SE;Estupro;2021;fevereiro;37
SE;Furto de veículo;2021;fevereiro;47
SE;Homicídio doloso;2021;fevereiro;55
SE;Lesão corporal seguida de morte;2021;fevereiro;2
SE;Roubo a instituição financeira;2021;fevereiro;0
SE;Roubo de carga;2021;fevereiro;0
SE;Roubo de veículo;2021;fevereiro;165
SE;Roubo seguido de morte (latrocínio);2021;fevereiro;0
SE;Tentativa de homicídio;2021;fevereiro;38
SE;Estupro;2021;março;52
SE;Furto de veículo;2021;março;44
SE;Homicídio doloso;2021;março;59
SE;Lesão corporal seguida de morte;2021;março;0
SE;Roubo a instituição financeira;2021;março;0
SE;Roubo de carga;2021;março;0
SE;Roubo de veículo;2021;março;233
SE;Roubo seguido de morte (latrocínio);2021;março;0
SE;Tentativa de homicídio;2021;março;45
SE;Estupro;2021;abril;58
SE;Furto de veículo;2021;abril;38
SE;Homicídio doloso;2021;abril;42
SE;Lesão corporal seguida de morte;2021;abril;0
SE;Roubo a instituição financeira;2021;abril;0
SE;Roubo de carga;2021;abril;0
SE;Roubo de veículo;2021;abril;206
SE;Roubo seguido de morte (latrocínio);2021;abril;0
SE;Tentativa de homicídio;2021;abril;48
SE;Estupro;2021;maio;55
SE;Furto de veículo;2021;maio;43
SE;Homicídio doloso;2021;maio;55
SE;Lesão corporal seguida de morte;2021;maio;0
SE;Roubo a instituição financeira;2021;maio;0
SE;Roubo de carga;2021;maio;0
SE;Roubo de veículo;2021;maio;209
SE;Roubo seguido de morte (latrocínio);2021;maio;2
SE;Tentativa de homicídio;2021;maio;39
SE;Estupro;2021;junho;56
SE;Furto de veículo;2021;junho;51
SE;Homicídio doloso;2021;junho;44
SE;Lesão corporal seguida de morte;2021;junho;0
SE;Roubo a instituição financeira;2021;junho;0
SE;Roubo de carga;2021;junho;0
SE;Roubo de veículo;2021;junho;216
SE;Roubo seguido de morte (latrocínio);2021;junho;3
SE;Tentativa de homicídio;2021;junho;72
SE;Estupro;2021;julho;13
SE;Furto de veículo;2021;julho;57
SE;Homicídio doloso;2021;julho;37
SE;Lesão corporal seguida de morte;2021;julho;0
SE;Roubo a instituição financeira;2021;julho;0
SE;Roubo de carga;2021;julho;0
SE;Roubo de veículo;2021;julho;219
SE;Roubo seguido de morte (latrocínio);2021;julho;1
SE;Tentativa de homicídio;2021;julho;58
SE;Estupro;2021;agosto;12
SE;Furto de veículo;2021;agosto;57
SE;Homicídio doloso;2021;agosto;31
SE;Lesão corporal seguida de morte;2021;agosto;1
SE;Roubo a instituição financeira;2021;agosto;0
SE;Roubo de carga;2021;agosto;0
SE;Roubo de veículo;2021;agosto;199
SE;Roubo seguido de morte (latrocínio);2021;agosto;2
SE;Tentativa de homicídio;2021;agosto;57
SE;Estupro;2021;setembro;10
SE;Furto de veículo;2021;setembro;64
SE;Homicídio doloso;2021;setembro;37
SE;Lesão corporal seguida de morte;2021;setembro;0
SE;Roubo a instituição financeira;2021;setembro;0
SE;Roubo de carga;2021;setembro;0
SE;Roubo de veículo;2021;setembro;159
SE;Roubo seguido de morte (latrocínio);2021;setembro;1
SE;Tentativa de homicídio;2021;setembro;38
SE;Estupro;2021;outubro;17
SE;Furto de veículo;2021;outubro;62
SE;Homicídio doloso;2021;outubro;55
SE;Lesão corporal seguida de morte;2021;outubro;0
SE;Roubo a instituição financeira;2021;outubro;0
SE;Roubo de carga;2021;outubro;0
SE;Roubo de veículo;2021;outubro;169
SE;Roubo seguido de morte (latrocínio);2021;outubro;2
SE;Tentativa de homicídio;2021;outubro;49
SE;Estupro;2021;novembro;11
SE;Furto de veículo;2021;novembro;42
SE;Homicídio doloso;2021;novembro;44
SE;Lesão corporal seguida de morte;2021;novembro;0
SE;Roubo a instituição financeira;2021;novembro;0
SE;Roubo de carga;2021;novembro;0
SE;Roubo de veículo;2021;novembro;208
SE;Roubo seguido de morte (latrocínio);2021;novembro;2
SE;Tentativa de homicídio;2021;novembro;41
SE;Estupro;2021;dezembro;16
SE;Furto de veículo;2021;dezembro;46
SE;Homicídio doloso;2021;dezembro;50
